37 95 L1
83 89 L4
130 89 L7
142 55 L8
152 27 L9
40 127 B3
81 127 B6
128 129 B9
143 158 B8
155 184 B7
158 103 D7
171 71 D4
180 42 D1
172 139 D8
181 166 D9
