116 159 F1
127 194 F2
138 226 F3
69 163 F4
24 170 F7
139 69 L1
130 91 L2
114 118 L3
66 126 L6
23 133 L9
167 85 U1
159 108 U4
147 139 U7
157 177 U8
166 210 U9
